"Latest: Time (s)","Latest: Pressure (kPa)","Latest: Angle (rad)","Latest: Velocity (rad/s)","Latest: Acceleration (rad/s²)"
13.3,5.58292601176,0,0,0
13.35,5.58292601176,0,0,0
13.4,5.58292601176,0,0,0
13.45,5.42511961807,0,0,0
13.5,5.50402281492,0,0,0
13.55,5.42511961807,0,0,0
13.6,5.34621642123,0,0,0
13.65,5.34621642123,0,0,0
13.7,5.26731322438,0,0,0
13.75,5.26731322438,0,0,0
13.8,5.26731322438,0,0,0
13.85,5.18841002753,0,0,0
13.9,5.18841002753,0,0,0
13.95,5.10950683069,0,0,0
14,5.10950683069,0,0,0
14.05,5.10950683069,0,0,0
14.1,5.10950683069,0,0,0
14.15,5.03060363384,0,0,0
14.2,4.951700437,0,0,0
14.25,4.951700437,0,0,0
14.3,4.951700437,0,0,0
14.35,4.87279724015,0,0,0
14.4,4.87279724015,0,0,0
14.45,4.87279724015,0,0,0
14.5,4.79389404331,0,0,0
14.55,4.79389404331,0,0,0
14.6,4.79389404331,0,0,0
14.65,4.71499084646,0,0,0
14.7,4.71499084646,0,0,0
14.75,4.71499084646,0,0,0
14.8,4.63608764962,0,0,0
14.85,4.63608764962,0,0,0
14.9,4.63608764962,0,0,0
14.95,4.63608764962,0,0,0
15,4.55718445277,0,0,0
15.05,4.55718445277,0,0,0
15.1,4.55718445277,0,0,0
15.15,4.55718445277,0,0,0
15.2,4.55718445277,0,0,0
15.25,4.47828125593,0,0,0
15.3,4.47828125593,0,0,0
15.35,4.39937805908,0,0,0
15.4,4.39937805908,0,0,0
15.45,4.39937805908,0,0,0
15.5,4.39937805908,0,0,0
15.55,4.39937805908,0,0,0
15.6,4.32047486224,0,0,0
15.65,4.32047486224,0,0,0
15.7,4.32047486224,0,0,0
15.75,4.32047486224,0,0,0
15.8,4.32047486224,0,0,0
15.85,4.32047486224,0,0,0
15.9,4.32047486224,0,0,0
15.95,4.24157166539,0,0,0
16,4.24157166539,0,0,0
16.05,4.24157166539,0,0,0
16.1,4.16266846855,0,0,0
16.15,4.16266846855,0,0,0
16.2,4.16266846855,0,0,0
16.25,4.16266846855,0,0,0
16.3,4.16266846855,0,0,0
16.35,4.16266846855,0,0,0
16.4,4.0837652717,0,0,0
16.45,4.0837652717,0,0,0
16.5,4.00486207486,0,0,0
16.55,4.00486207486,0,0,0
16.6,4.00486207486,0,0,0
16.65,4.0837652717,0,0,0
16.7,4.0837652717,0,0,0
16.75,4.0837652717,0,0,0
16.8,4.00486207486,0,0,0.016160456037
16.85,3.92595887801,0,0,0.166991379049
16.9,3.92595887801,0,0,0.96558724821
16.95,3.92595887801,0,0.0290888208666,3.55126021413
17,3.92595887801,0,0.213318019688,8.68624511988
17.05,3.92595887801,0,0.836303599914,13.9168460572
17.1,88.3405440229,0.0523598775598,1.96349540849,11.6772761914
17.15,96.2348088672,0.226892802759,2.47982197888,0.208739223811
17.2,98.1324307513,0.353429173529,1.94652692965,-11.2207433083
17.25,99.4737850977,0.431968989869,1.05689382482,-17.1206564665
17.3,100.262817066,0.458148928649,0.0799942573831,-19.0706848283
17.35,100.65733305,0.440695636129,-0.904177515269,-18.8228911691
17.4,100.815139444,0.370882466049,-1.90289369835,-15.9880778393
17.45,100.894042641,0.239982772149,-2.64950676726,-9.97773489817
17.5,100.894042641,0.0872664625997,-2.9694837968,-2.3459595347
17.55,100.894042641,-0.0741764932098,-2.86524885536,5.00031443878
17.6,100.894042641,-0.213802833369,-2.39740365309,10.6914883731
17.65,100.815139444,-0.322885911619,-1.70169602069,14.1430924417
17.7,100.894042641,-0.388335758569,-0.894481241647,15.5490521169
17.75,100.894042641,-0.410152374219,-0.101810873033,15.7591380454
17.8,100.894042641,-0.397062404829,0.671466948337,15.6312011018
17.85,100.894042641,-0.349065850399,1.51746682187,13.9814878813
17.9,100.894042641,-0.239982772149,2.21802259108,9.25590119518
17.95,100.894042641,-0.10908307825,2.52345521018,2.68936922549
18,100.972945838,0.0261799387799,2.47739791047,-3.83406819477
18.05,100.894042641,0.15271630955,2.08712289718,-9.10641697684
18.1,100.894042641,0.244346095279,1.46898545376,-12.1593964632
18.15,100.972945838,0.301069295969,0.790246300209,-13.3418031632
18.2,100.894042641,0.322885911619,0.101810873033,-13.5599693197
18.25,100.894042641,0.309795942229,-0.564807938493,-13.3606570286
18.3,100.894042641,0.270526034059,-1.27748404972,-11.92776326
18.35,100.894042641,0.178896248329,-1.88592521952,-7.82435413124
18.4,100.972945838,0.0654498469498,-2.13802833369,-2.01332348127
18.45,100.972945838,-0.0479965544298,-2.07015441834,3.59300805889
18.5,100.972945838,-0.15271630955,-1.72108856794,7.90246300209
18.55,100.894042641,-0.226892802759,-1.19991386075,10.3157577703
18.6,100.894042641,-0.274889357189,-0.62056151182,11.1170470488
18.65,100.972945838,-0.287979326579,-0.0460572997054,10.904267711
18.7,101.051849035,-0.274889357189,0.453300791837,10.630886663
18.75,100.972945838,-0.248709418409,1.03265314076,9.69223350818
18.8,100.972945838,-0.170169602069,1.54413157433,6.33355206183
18.85,100.972945838,-0.0785398163397,1.73320890997,1.51234934413
18.9,100.972945838,0.01308996939,1.67018313142,-3.00180470887
18.95,100.972945838,0.0959931088597,1.39868747,-6.63252049851
19,100.894042641,0.161442955809,0.942962609758,-8.69567205257
19.05,100.894042641,0.191986217719,0.443604518215,-8.96770639586
19.1,100.894042641,0.200712863979,0.0193925472444,-8.53945431088
19.15,100.894042641,0.191986217719,-0.370882466049,-8.48693282876
19.2,100.894042641,0.170169602069,-0.850848010347,-7.75701889775
19.25,100.894042641,0.10471975512,-1.26051557088,-4.79157521497
19.3,100.972945838,0.0305432619099,-1.38899119638,-0.560229142615
19.35,100.972945838,-0.0436332312999,-1.28718032335,3.20919722801
19.4,100.894042641,-0.10471975512,-1.01326059352,5.75312234917
19.45,100.894042641,-0.14835298642,-0.652074401092,6.85742017836
19.5,100.972945838,-0.170169602069,-0.281191935044,6.86954052039
