"Latest: Time (s)","Latest: Pressure (kPa)","Latest: Angle (rad)","Latest: Velocity (rad/s)","Latest: Acceleration (rad/s²)"
21.75,100.736236247,-0.890117918517,-0.0048481368111,-0.273381047959
21.8,100.736236247,-0.890117918517,-0.0218166156499,-0.479426862431
21.85,100.736236247,-0.890117918517,-0.0702979837609,-0.329942644088
21.9,100.736236247,-0.898844564777,-0.0848423941942,0.325902530079
21.95,100.815139444,-0.903207887907,-0.0193925472444,0.653151764828
22,100.736236247,-0.898844564777,0.0169684788388,0.327249234749
22.05,100.815139444,-0.898844564777,0.00727220521664,0.0525214821202
22.1,100.815139444,-0.898844564777,0.0048481368111,0.0646418241479
22.15,100.815139444,-0.898844564777,0.00969627362219,0.169684788388
22.2,100.736236247,-0.898844564777,0.0315128892721,0.114469896929
22.25,100.736236247,-0.894481241647,0.0315128892721,-0.123896829617
22.3,100.736236247,-0.894481241647,0.00969627362219,-0.202005700462
22.35,100.736236247,-0.894481241647,0.00242406840555,-0.108813737316
22.4,100.736236247,-0.894481241647,0,0.00282807980647
22.45,100.736236247,-0.894481241647,0.00242406840555,0.135074478376
22.5,100.736236247,-0.894481241647,0.0101810873033,0.309068721707
22.55,100.894042641,-0.894481241647,0.0351489918804,0.4514154053
22.6,100.894042641,-0.890117918517,0.0630257785442,0.522252070929
