"Latest: Time (s)","Latest: Pressure (kPa)","Latest: Angle (rad)","Latest: Velocity (rad/s)","Latest: Acceleration (rad/s²)"
0,8.7508893651,0,0,0
0.05,8.67198616825,0,0,0
0.1,8.59702813125,0,0,0
0.15,8.5181249344,0,0,0
0.2,8.43922173756,0,0,0
0.25,8.36031854071,0,0,0
0.3,8.36031854071,0,0,0
0.35,8.28141534387,0,0,0
0.4,8.20251214702,0,0,0
0.45,8.04470575333,0,0,0
0.5,8.04470575333,0,0,0
0.55,7.88689935964,0,0,0
0.6,7.8079961628,0,0,0
0.65,7.72909296595,0,0,0
0.7,7.72909296595,0,0,0
0.75,7.65018976911,0,0,0
0.8,7.57128657226,0,0,0
0.85,7.49238337541,0,0,0
0.9,7.41348017857,0,0,0
0.95,7.41348017857,0,0,0
1,7.33457698172,0,0,0
1.05,7.25567378488,0,0,0
1.1,7.25567378488,0,0,0
1.15,7.17677058803,0,0,0
1.2,7.09786739119,0,0,0
1.25,7.09786739119,0,0,0
1.3,7.01896419434,0,0,0
1.35,7.01896419434,0,0,0
1.4,6.9400609975,0,0,0
1.45,6.9400609975,0,0,0
1.5,6.86115780065,0,0,0
1.55,6.78225460381,0,0,0
1.6,6.78225460381,0,0,0
1.65,6.70335140696,0,0,0
1.7,6.62444821012,0,0,0
1.75,6.62444821012,0,0,0
1.8,6.46664181643,0,0,0
1.85,6.46664181643,0,0,0
1.9,6.46664181643,0,0,0
1.95,6.38773861958,0,0,0
2,6.30883542274,0,0,0
2.05,6.30883542274,0,0,0
2.1,6.22993222589,0,0,0
2.15,6.22993222589,0,0,0
2.2,6.15102902905,0,0,0
2.25,6.0721258322,0,0,0
2.3,6.0721258322,0,0,0
2.35,5.99322263536,0,0,0
2.4,5.99322263536,0,0,0
2.45,5.99322263536,0,0,0
2.5,5.91431943851,0,0,0
2.55,5.99322263536,0,0,0
2.6,5.83541624167,0,0,0
2.65,5.83541624167,0,0,0
2.7,5.75651304482,0,0,0
2.75,5.75651304482,0,0,0
2.8,5.67760984797,0,0,0
2.85,5.67760984797,0,0,0
2.9,5.59870665113,0,0,0
2.95,5.59870665113,0,0,0
3,5.51980345428,0,0,0
3.05,5.51980345428,0,0,0
3.1,5.51980345428,0,0,0
3.15,5.51980345428,0,0,0
3.2,5.36199706059,0,0,0
3.25,5.36199706059,0,0,0
3.3,5.36199706059,0,0,0
3.35,5.36199706059,0,0,0
3.4,5.36199706059,0,0,0
3.45,5.28309386375,0,0,0
3.5,5.28309386375,0,0,0
3.55,5.2041906669,0,0,0
3.6,5.2041906669,0,0,0
3.65,5.2041906669,0,0,0
3.7,5.2041906669,0,0,0
3.75,5.12528747006,0,0,0
3.8,5.12528747006,0,0,0
3.85,5.04638427321,0,0,0
3.9,5.04638427321,0,0,0
3.95,5.04638427321,0,0,0
4,5.12528747006,0,0,0
4.05,4.96748107637,0,0,0
4.1,4.96748107637,0,0,0
4.15,4.96748107637,0,0,0
4.2,4.96748107637,0,0,0
4.25,4.96748107637,0,0,0
4.3,4.96748107637,0,0,0
4.35,4.88857787952,0,0,0
4.4,4.88857787952,0,0,0
4.45,4.88857787952,0,0,0
4.5,4.80967468268,0,0,0
4.55,4.80967468268,0,0,0
4.6,4.73077148583,0,0,0
4.65,4.80967468268,0,0,0
4.7,4.73077148583,0,0,0
4.75,4.80967468268,0,0,0
4.8,4.73077148583,0,0,0
4.85,4.80967468268,0,0,0
4.9,4.73077148583,0,0,0
4.95,4.73077148583,0,0,0
5,4.73077148583,0,0,0
5.05,4.73077148583,0,0,0
5.1,4.73077148583,0,0,0
5.15,4.65186828899,0,0,0
5.2,4.65186828899,0,0,0
5.25,4.65186828899,0,0,0
5.3,4.57296509214,0,0,0
5.35,4.4940618953,0,0,0
5.4,4.4940618953,0,0,0
5.45,4.57296509214,0,0,0
5.5,4.4940618953,0,0,0
5.55,4.4940618953,0,0,0
5.6,4.4940618953,0,0,0
5.65,4.4940618953,0,0,0
5.7,4.41515869845,0,0,0
5.75,4.4940618953,0,0,0
5.8,4.41515869845,0,0,0
5.85,4.4940618953,0,0,0
5.9,4.4940618953,0,0,0
5.95,4.4940618953,0,0,0
6,4.4940618953,0,0,0
6.05,4.41515869845,0,0,0
6.1,4.41515869845,0,0,0
6.15,4.41515869845,0,0,0
6.2,4.41515869845,0,0,0
6.25,4.41515869845,0,0,0
